MIASTO;Region;KOD;KIER;ULICA;P_OD;P_DO;N_OD;N_DO;POD;NOD
WARSZAWA;MAZOWIECKIE;02-350;022;CZ STOCHOWSKA;28;32764;21;32765;    28 ;    21 
WARSZAWA;MAZOWIECKIE;02-339;022;GR”JECKA;58;60;0;0;    58 ;     0 
WARSZAWA;MAZOWIECKIE;02-349;022;BAåNIOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-341;022;BIA£OBRZESKA;30;42;0;0;    30 ;     0 
WARSZAWA;MAZOWIECKIE;02-342;022;ALEJE JEROZOLIMSKIE;162;166;161;165;   162 ;   161 
WARSZAWA;MAZOWIECKIE;02-343;022;NIEBOROWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-344;022;CZ STOCHOWSKA;2;26;1;19;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-345;022;CHOTOMOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-346;022;BRWINOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-347;022;DOROTOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-370;022;BIA£OBRZESKA;0;0;13;15;     0 ;    13 
WARSZAWA;MAZOWIECKIE;02-338;022;BERESTECKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-400;022;POTAØOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-391;022;DRYGA£Y;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-392;022;MASZYNOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-393;022;W£ODARZEWSKA;70;88;77;95;    70 ;    77 
WARSZAWA;MAZOWIECKIE;02-394;022;BIELSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-395;022;ARCHITEKT”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-396;022;GEODET”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-397;022;URBANIST”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-368;022;OPACZEWSKA;2;18;1;17;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-400;022;PI•TKOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-389;022;BOHATER”W WRZEåNIA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-400;022;ZARANIE;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-401;022;PAGANINIEGO MIKO£AJA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-401;022;åWIERSZCZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-402;022;PRZY£ CKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-402;022;UåMIECH;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-403;022;PIANIST”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-403;022;ØELE—SKIEGO W£ADYS£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;01-935;022;GROTESKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-398;022;POWSTA—C”W WIELKOPOISKICH;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-382;022;DICKENSA KAROLA;8;32764;9;32765;     8 ;     9 
WARSZAWA;MAZOWIECKIE;02-371;022;BIA£OBRZESKA;12;20;0;0;    12 ;     0 
WARSZAWA;MAZOWIECKIE;02-372;022;OPACZEWSKA;20;48;19;41;    20 ;    19 
WARSZAWA;MAZOWIECKIE;02-373;022;M•TWICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-374;022;ORZESZKOWEJ ELIZY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-375;022;PIOTRKOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-377;022;SKARØY—SKIEGO STANIS£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-378;022;BOBROWSKIEGO STEFANA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-379;022;BIA£OBRZESKA;0;0;1;11;     0 ;     1 
WARSZAWA;MAZOWIECKIE;02-390;022;GR”JECKA;132;32764;0;0;   132 ;     0 
WARSZAWA;MAZOWIECKIE;02-381;022;TRZECH BUDRYS”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-389;022;HARFOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-383;022;GR”JECKA;124;130;0;0;   124 ;     0 
WARSZAWA;MAZOWIECKIE;02-384;022;W£ODARZEWSKA;2;68;1;75;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-385;022;NOWOSOLIPSOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-386;022;ALTOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-386;022;USYPISKOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-387;022;LIROWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-388;022;LUTNIOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-322;022;PRYMASA TYSI•CLECIA ALEJA;2;37;1;69;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-380;022;BIA£OBRZESKA;2;10;0;0;     2 ;     0 
WARSZAWA;MAZOWIECKIE;02-273;022;MUSZKIETER”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-266;022;SYCOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-267;022;BU—CZUK;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-267;022;R KODZIELNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-268;022;PA£•K;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-269;022;SKIBICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-270;022;CECHOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-270;022;D£UGOPOLSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-282;022;SCHOLASTYK”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-272;022;MALOWNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-263;022;ØEGOTY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-274;022;MINERALNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-274;022;NIEDUØA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-276;022;MINUTOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-277;022;DALESZYCKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-278;022;TRZOS;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-279;022;OBOTRYCKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-280;022;PERLONOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-324;022;GRZYMA£Y PP£K;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-271;022;CENTRALNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-258;022;MATERII;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-249;022;KAZIMIERZA WIELKIEGO;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-250;022;£OBEZKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-250;022;SKROMNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-251;022;STERNA ABRAHAMA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-252;022;STOKROTKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-253;022;STEFCZYKA FRANCISZKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-254;022;KRAKOWSKA ALEJA;168;178;0;0;   168 ;     0 
WARSZAWA;MAZOWIECKIE;02-255;022;KRAKOWIAK”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-265;022;CYPRYSOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-257;022;BORYNY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-264;022;JANISZOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-258;022;STATYCZNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-259;022;JAMI—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-260;022;LIPOWCZANA PAW£A;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-261;022;ROBOTNICZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-261;022;TROJA—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-262;022;PRUDNICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-263;022;SAPER”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-283;022;SALOMEJSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-256;022;KRAKOWSKA ALEJA;100;166;0;0;   100 ;     0 
WARSZAWA;MAZOWIECKIE;02-313;022;S KOCI—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-304;022;ALEJE JEROZOLIMSKIE;0;0;131;143;     0 ;   131 
WARSZAWA;MAZOWIECKIE;02-305;022;ALEJE JEROZOLIMSKIE;130;146;0;0;   130 ;     0 
WARSZAWA;MAZOWIECKIE;02-306;022;GR”JECKA;28;34;0;0;    28 ;     0 
WARSZAWA;MAZOWIECKIE;02-306;022;NIEMCEWICZA JULIANA URSYNA;14;34;15;25;    14 ;    15 
WARSZAWA;MAZOWIECKIE;02-307;022;NIEMCEWICZA JULIANA URSYNA;36;32764;27;32765;    36 ;    27 
WARSZAWA;MAZOWIECKIE;02-309;022;S£UPECKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-310;022;PONIECKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-281;022;MUNICYPALNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-312;022;ANDRZEJOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-301;022;GR”JECKA;2;26;0;0;     2 ;     0 
WARSZAWA;MAZOWIECKIE;02-314;022;GR”JECKA;36;38;0;0;    36 ;     0 
WARSZAWA;MAZOWIECKIE;02-315;022;BARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-316;022;KALISKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-317;022;JOTEYKI TADEUSZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-318;022;DROBIAZG;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-319;022;W GIERSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-320;022;GR”JECKA;40;56;0;0;    40 ;     0 
WARSZAWA;MAZOWIECKIE;02-321;022;KOPI—SKA;2;18;1;15;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-311;022;ODRZYKO—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-293;022;KR”TKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-284;022;KRAKOWSKA ALEJA;2;98;0;0;     2 ;     0 
WARSZAWA;MAZOWIECKIE;02-285;022;SZYSZKOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-286;022;SWORZNIOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-287;022;AKSAMITNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-288;022;KOLUMBA KRZYSZTOFA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-290;022;DZWONKOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-290;022;SZARADY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-291;022;ØALUZJI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-303;022;;;;;;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-293;022;GIDZI—SKIEGO BOLES£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-302;022;SPISKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-294;022;KATALOGOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-295;022;EMALIOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-296;022;KURZAWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-296;022;ZNIWNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-298;022;FOLIA£OWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-298;022;STRUGA ANDRZEJA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-299;022;FINA£OWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-406;022;FRASZKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-292;022;REBUSOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-489;022;HUSARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-484;022;BADYLARSKA;2;26;1;39;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-484;022;DOJAZDOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-484;022;MILEWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-485;022;KLESZCZOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-486;022;ALEJE JEROZOLIMSKIE;168;218;0;0;   168 ;     0 
WARSZAWA;MAZOWIECKIE;02-486;022;JEROZOLIMSKIE AL;170;218;0;0;   170 ;     0 
WARSZAWA;MAZOWIECKIE;02-487;022;MI£ANOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-492;022;SOB”TKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-488;022;WILCZYCKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-482;022;SZCZERA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-490;022;DENAROWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-490;022;DUKATOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-490;022;KARATOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-490;022;KONEWKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-490;022;P£OMYKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-490;022;WITKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-491;022;TOMNICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-467;022;OWALNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-488;022;AKURAT;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-477;022;;;;;;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-404;022;CHR”åCICKIEGO JULIANA KS;0;0;1;33;     0 ;     1 
WARSZAWA;MAZOWIECKIE;02-468;022;TECHNIK”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-469;022;BRATNIA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-469;022;PRZECZNICA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-469;022;PRZESMYK;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-470;022;P£UØA—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-471;022;CEGIELNIANA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-472;022;åL•SKA;2;48;1;33;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-483;022;ZAPUSTNA;2;32764;0;0;     2 ;     0 
WARSZAWA;MAZOWIECKIE;02-474;022;;;;;;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-483;022;RYØOWA;2;34;1;27;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-479;022;BOLES£AWA CHROBREGO;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-480;022;£AMANA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-481;022;TYNKARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-482;022;BATALIONU W£OCHY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-482;022;FASOLOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-482;022;SKLEPOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-482;022;SOLIPSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-493;022;KRA—COWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-473;022;POPULARNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;JACKA I AGATKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;CIERLICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;CZECHOWICZA J”ZEFA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;D•BKA STANIS£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;DRZYMA£Y MICHA£A;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;DZIECI WARSZAWY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;FALENTY—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;FALSKIEGO MARIANA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-492;022;CIETRZEWIA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;GROCHOLICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BRZECHWY JANA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KACZOROWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KAJETA—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KENIGA MARIANA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KOLOROWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KOMPANII KORDIAN;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KOMUNARD”W;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KONI—SKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;KOåCIUSZKI TADEUSZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;FARAONA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BALICKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-493;022;ZBOCZE;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-494;022;PANA TADEUSZA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-494;022;WYLOT;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;;;;;;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;2 ARMII WOJSKA POLSKIEGO;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;ACHERA FRANCISZKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;ADAMIECKIEGO KAROLA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;AKTORSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;CHMIELA J”ZEFA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BALBINKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BZ”W ALEJA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BANDURSKIEGO W£ADYS£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BARANOWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BIE—CZAKA W£ADYS£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BIERNATA Z LUBLINA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BODYCHA STANIS£AWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BOHATER”W WARSZAWY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;BRATERSTWA BRONI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-466;022;STAJENNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-495;022;ALEJE JEROZOLIMSKIE;220;32764;233;32765;   220 ;   233 
WARSZAWA;MAZOWIECKIE;02-434;022;£UKI MA£E;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-427;022;NOTECKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-427;022;åWIETLANA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-428;022;PROMIENISTA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-430;022;TUMSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-430;022;ZNICZ;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-431;022;FLAGOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-432;022;RYBNICKA;40;32764;29;32765;    40 ;    29 
WARSZAWA;MAZOWIECKIE;02-438;022;KOZIOROØCA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-434;022;£UCZEK;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-424;022;G£UBCZYCKA;26;32764;31;32765;    26 ;    31 
WARSZAWA;MAZOWIECKIE;02-434;022;£UKI WIELKIE;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-435;022;OBRO—C”W POKOJU;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-436;022;GLOBUSOWA;2;38;1;32765;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-437;022;ATLASOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-437;022;DèWIGOWA;2;40;1;43;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-437;022;GALAKTYKI;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-437;022;GLOBUSOWA;40;32764;0;0;    40 ;     0 
WARSZAWA;MAZOWIECKIE;02-467;022;STAWY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-433;022;PRZEDNIA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-414;022;CHR”åCICKIEGO JULIANA KS;0;0;35;32765;     0 ;    35 
WARSZAWA;MAZOWIECKIE;02-406;022;JAGNY;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-407;022;PRZEPI”RKI;2;20;1;32765;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-408;022;SZUBERTA FRANCISZKA;2;48;1;43;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-409;022;OBYWATELSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-410;022;PRZEPI”RKI;22;32764;0;0;    22 ;     0 
WARSZAWA;MAZOWIECKIE;02-411;022;DYMNA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-411;022;WOLNOåCI PLAC;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-411;022;WSZEMIROWSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-426;022;URSZULI;2;32764;0;0;     2 ;     0 
WARSZAWA;MAZOWIECKIE;02-413;022;DEKARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-425;022;SZUBERTA FRANCISZKA;50;32764;45;32765;    50 ;    45 
WARSZAWA;MAZOWIECKIE;02-415;022;KRASZEWSKIEGO J”ZEFA IGNACEGO;2;26;1;25;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-416;022;LATARNIKA;2;38;1;33;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-417;022;G£UBCZYCKA;2;24;1;29;     2 ;     1 
WARSZAWA;MAZOWIECKIE;02-419;022;URSZULI;0;0;1;32765;     0 ;     1 
WARSZAWA;MAZOWIECKIE;02-421;022;CHR”åCICKIEGO JULIANA KS2-DK;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-422;022;KRASZEWSKIEGO J”ZEFA IGNACEGO;28;32764;27;32765;    28 ;    27 
WARSZAWA;MAZOWIECKIE;02-423;022;LATARNIKA;40;32764;35;32765;    40 ;    35 
WARSZAWA;MAZOWIECKIE;02-438;022;MICHA£OWSKLEGO PIOTRA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-412;022;G åLARSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-459;022;PATROLOWA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-455;022;MIKO£AJSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-455;022;WYRZYSKA;0;0;0;0;     0 ;     0 
WARSZAWA;MAZOWIECKIE;02-456;022;CZEREåNIOWA;2;32764;0;0;     2 ;     0 
WARSZAWA;MAZOWIECKIE;02-457;022;CZEREåNIOWA;0;0;1;32765;     0 ;     1 
WARSZAWA;MAZOWIECKIE;02-457;022;£OPUSZA—SKA;120;32764;93;32765;   120 ;    93 
WARSZAWA;MAZOWIECKIE;02-457;022;WA£OWICKA;0;0;0;0;     0 ;     0 
